frame_id,time,u,v,X,Y,Z,A,B,C
0,0.0,902.583,433.0547,436.1177,197.219,538.9263,115.8182,89.2553,116.7461
1,0.13168096542358398,893.3226,439.6263,435.3691,195.665,540.8122,121.8247,89.3323,123.0914
2,0.26788997650146484,886.1155,445.2975,434.7469,193.9554,543.174,128.9687,89.386,130.2382
3,0.40379905700683594,877.4352,454.0329,434.3046,192.2819,545.7333,135.9492,89.4125,137.278
4,0.5357711315155029,869.9321,460.4069,434.0356,190.6539,548.4392,141.7092,89.4191,143.1021
5,0.6717560291290283,863.1432,466.7924,433.8696,188.8173,551.5542,146.7481,89.4114,147.8978
6,0.8038160800933838,855.0098,476.5735,433.8181,186.9699,555.0421,150.2331,89.3947,151.2642
7,0.9398419857025146,848.5201,484.9383,433.8548,185.023,558.6651,152.4796,89.3728,153.4424
8,1.071861982345581,841.9122,495.1326,433.9444,183.1844,562.3088,153.7196,89.3504,154.6108
9,1.2077250480651855,834.9647,503.736,434.0702,181.0885,566.6846,154.2392,89.3289,155.0577
10,1.3437771797180176,827.7721,515.2527,434.1962,178.9975,570.8861,154.2498,89.3112,155.0344
11,1.4758110046386719,821.6265,525.5613,434.2886,176.9266,575.3472,154.014,89.2998,154.7799
12,1.613379955291748,814.5676,537.4205,434.322,174.6708,580.1913,153.7214,89.2957,154.4867
13,1.7438631057739258,806.9119,550.2244,434.2704,172.3618,584.9019,153.4869,89.3009,154.2432
14,1.8799879550933838,801.1067,561.8403,434.1297,169.9605,589.6418,153.317,89.3176,154.0543
15,2.011733055114746,794.6344,573.6356,433.911,167.5747,594.3267,153.2429,89.3461,153.9716
16,2.1475460529327393,788.0944,586.5813,433.6401,165.2527,598.7319,153.337,89.3864,154.0584
17,2.2836971282958984,781.0454,596.5481,433.3045,162.852,602.8886,153.672,89.4362,154.397
18,2.4160730838775635,774.011,608.5959,432.96,160.6242,606.5663,154.3924,89.4967,155.1791
19,2.551664113998413,767.4201,618.5012,432.5849,158.1614,610.1757,155.8676,89.5677,156.6531
20,2.683871030807495,760.13,629.2693,432.2277,155.9436,613.1139,158.493,89.6462,159.5842
21,2.8200039863586426,753.2194,637.2987,431.8434,153.5456,615.9019,163.8666,89.7328,165.4228
22,2.951766014099121,744.4559,646.1558,431.5263,151.2424,618.1602,175.8983,89.8172,11.1319
23,3.088083028793335,737.3168,654.6069,431.2308,148.8839,620.111,-151.208,89.8803,-143.1691
24,3.2242519855499268,728.2496,661.1088,430.9579,146.239,621.6317,-97.3236,89.8505,-91.8586
25,3.3558030128479004,719.1863,666.714,430.7588,143.5964,622.6369,-72.9268,89.7505,-70.7592
26,3.4921770095825195,708.3223,671.6763,430.6353,141.0564,623.0617,-64.1496,89.6313,-62.5467
27,3.623805046081543,699.3981,674.0023,430.5894,138.4627,622.9523,-60.0723,89.5054,-58.9327
28,3.7597670555114746,688.6373,675.8757,430.6201,135.8167,622.2904,-57.9967,89.3764,-57.0065
29,3.8920750617980957,678.8666,675.0592,430.7205,133.1777,621.0882,-56.9602,89.2532,-55.979
30,4.0276100635528564,668.5224,673.9691,430.8801,130.7005,619.4866,-56.4423,89.1373,-55.4273
31,4.163750171661377,657.2238,673.0015,431.0913,128.059,617.2942,-56.1791,89.0205,-55.1018
32,4.295664072036743,646.0363,670.1464,431.3302,125.5778,614.7589,-56.0735,88.915,-54.9275
33,4.4317121505737305,635.4143,666.5535,431.6168,122.7511,611.5446,-56.0438,88.8118,-54.8223
34,4.563666105270386,624.35,659.9727,431.8739,120.0758,608.0562,-56.0448,88.7225,-54.7555
35,4.699659109115601,614.3038,651.681,432.162,117.1112,603.8335,-56.0437,88.6427,-54.6959
36,4.831698179244995,603.9252,643.7607,432.3604,114.2154,599.3535,-56.0226,88.5846,-54.6369
37,4.967738151550293,593.587,634.0546,432.5055,110.92,594.1724,-55.9769,88.5422,-54.5755
38,5.103687047958374,582.5283,623.2257,432.5143,107.5039,588.8355,-55.9162,88.5282,-54.5324
