frame_id,time,u,v,X,Y,Z,A,B,C
0,0.0,550.9261,512.4549,-453.3822,-478.4512,578.3055,-38.5581,87.9978,85.2095
1,0.1362318992614746,555.7463,501.2195,-450.1783,-478.8941,568.241,-39.1176,87.9147,84.6011
2,0.26819801330566406,559.3098,491.1906,-446.9796,-479.0877,558.2803,-39.6439,87.8539,84.0904
3,0.4040861129760742,561.5692,480.8435,-443.747,-479.0357,548.973,-40.1195,87.815,83.6575
4,0.5361249446868896,563.0551,472.043,-440.5733,-478.7677,539.8274,-40.5555,87.7976,83.3018
5,0.672111988067627,564.303,462.5311,-437.5894,-478.3438,531.7121,-40.927,87.8014,82.9987
6,0.8043079376220703,564.4387,454.1272,-434.4495,-477.7519,523.8618,-41.2796,87.823,82.7525
7,0.9400179386138916,564.3286,445.4743,-431.6477,-477.0163,516.2888,-41.5853,87.8612,82.5566
8,1.0768918991088867,564.0838,437.3723,-428.8316,-476.1933,509.3307,-41.8636,87.9163,82.399
9,1.2080678939819336,563.1699,430.6596,-426.1482,-475.3154,502.7751,-42.1403,87.9842,82.2594
10,1.3442609310150146,561.7548,422.8137,-423.3572,-474.2985,496.4669,-42.4509,88.075,82.102
11,1.4761900901794434,560.4872,416.5334,-420.8853,-473.3513,491.0818,-42.7742,88.1745,81.9248
12,1.6121959686279297,558.5377,410.0258,-418.2595,-472.3204,485.936,-43.1841,88.2968,81.6796
13,1.7442870140075684,556.4919,404.7542,-415.9529,-471.3841,481.4721,-43.654,88.427,81.3674
14,1.8802950382232666,554.1945,398.8745,-413.6052,-470.395,477.3866,-44.2535,88.5739,80.9099
15,2.0166850090026855,552.0507,394.6085,-411.1747,-469.4351,473.6264,-45.1311,88.7466,80.2179
16,2.1487209796905518,549.748,390.5524,-409.1504,-468.6354,470.7456,-46.1716,88.9089,79.2733
17,2.2845230102539062,546.8911,387.0737,-407.0554,-467.8597,468.1041,-47.8592,89.0972,77.736
18,2.418941020965576,544.4822,382.8037,-405.145,-467.1866,466.1836,-50.4892,89.2901,75.0242
19,2.5530240535736084,541.5756,381.2549,-403.247,-466.5841,464.5587,-55.225,89.49,70.0117
20,2.6843159198760986,539.063,378.8369,-401.5293,-466.1165,463.5378,-66.2203,89.6789,57.6243
21,2.820202112197876,536.0201,376.1129,-399.89,-465.7701,462.9986,-100.2485,89.8272,16.5654
22,2.9567739963531494,533.4316,374.0822,-398.3314,-465.517,462.9161,-81.1778,89.7823,-48.0063
23,3.089076042175293,530.5227,373.6854,-396.8577,-465.3782,463.2985,166.1661,89.6086,-68.501
24,3.2245070934295654,527.8265,374.6499,-395.4783,-465.3564,464.1357,157.1516,89.3904,-76.2417
25,3.3562800884246826,525.28,375.2296,-394.178,-465.4486,465.4607,153.1792,89.1757,-79.8063
26,3.4925360679626465,522.3416,374.4153,-392.9267,-465.66,467.23,150.893,88.9618,-81.7181
27,3.624450922012329,519.6844,374.7429,-391.7663,-465.9615,469.3836,149.4906,88.7546,-82.8652
28,3.7604899406433105,516.9216,375.7031,-390.7181,-466.3421,471.9159,148.5145,88.5468,-83.5782
29,3.896873950958252,513.9971,377.826,-389.609,-466.8493,474.9382,147.8658,88.3511,-84.0353
30,4.028423070907593,511.6073,379.1706,-388.6789,-467.3599,477.9809,147.4164,88.1779,-84.2999
31,4.172482013702393,509.0253,381.1807,-387.6162,-468.0225,481.9024,147.0344,87.9886,-84.4807
32,4.304389953613281,506.6064,384.8719,-386.7403,-468.6217,485.5862,146.8054,87.8349,-84.5563
33,4.440396070480347,504.3511,387.0097,-385.7565,-469.3331,489.7456,146.62,87.6842,-84.5794
34,4.5724310874938965,501.9217,390.9905,-384.8449,-470.0099,493.9702,146.4901,87.5475,-84.5602
35,4.709041118621826,499.946,394.8679,-383.8787,-470.748,498.7017,146.3936,87.414,-84.5078
36,4.840482950210571,497.5961,398.5529,-382.8805,-471.4479,503.378,146.33,87.2956,-84.4368
37,4.97654390335083,495.5835,402.5014,-381.8511,-472.1768,508.4961,146.2853,87.1875,-84.3471
38,5.112483978271484,493.6408,406.9547,-380.7236,-472.8932,513.8638,146.256,87.0878,-84.2503
39,5.244667053222656,491.7227,411.7901,-379.6163,-473.5302,518.9081,146.2365,87.0046,-84.1537
40,5.3805530071258545,489.919,416.0829,-378.346,-474.1962,524.6179,146.2161,86.9257,-84.0638
41,5.512501001358032,488.0257,421.1729,-377.1916,-474.7155,529.9146,146.1928,86.8615,-83.9867
42,5.648929119110107,486.7366,425.6696,-375.7456,-475.271,535.2965,146.1638,86.8067,-83.9199
43,5.780692100524902,485.6642,429.9269,-374.3442,-475.7432,540.8708,146.1288,86.7595,-83.8649
44,5.916651964187622,484.0005,436.0803,-372.7766,-476.1817,546.5045,146.0887,86.7218,-83.8202
45,6.053446054458618,482.8792,440.5623,-371.094,-476.5789,552.6524,146.0415,86.6946,-83.7883
46,6.184737920761108,481.9694,445.9203,-369.3265,-476.8891,558.4762,145.989,86.678,-83.7697
47,6.320710897445679,481.2432,451.3293,-367.6101,-477.1325,564.0673,145.9365,86.6728,-83.7655
48,6.4526660442352295,480.5188,457.4048,-365.5163,-477.3456,570.8055,145.8709,86.679,-83.7765
49,6.588736057281494,480.2465,462.5211,-363.3582,-477.4664,577.2696,145.8018,86.698,-83.8049
50,6.720818996429443,480.3638,468.4838,-361.1086,-477.5127,583.7792,145.7276,86.7287,-83.8502
51,6.856748104095459,480.7066,475.33,-358.631,-477.4742,590.5244,145.6448,86.7748,-83.9168
