frame_id,time,u,v,X,Y,Z,A,B,C
0,0.0,991.6213,278.4096,437.4186,199.1955,536.7057,108.6154,89.0898,108.8368
1,0.1315450668334961,990.4297,277.2145,437.0367,198.6792,537.2091,110.2271,89.1349,110.4631
2,0.2677171230316162,988.8354,276.7042,436.6629,198.1159,537.7905,112.0097,89.1786,112.3639
3,0.3997650146484375,987.0659,276.0657,436.3221,197.5892,538.3808,113.8875,89.2175,114.2623
4,0.5356669425964355,985.5057,275.5172,435.9992,197.0259,539.021,115.8641,89.2524,116.3012
5,0.668065071105957,984.1102,274.1571,435.7034,196.4598,539.7161,118.0969,89.285,118.5675
6,0.8037340641021729,982.1423,274.1792,435.4494,195.9224,540.3715,120.1786,89.3121,120.8356
7,0.9397900104522705,980.8941,273.1474,435.1998,195.3405,541.1531,122.6403,89.3367,123.2066
8,1.0720510482788086,978.907,273.0287,434.9902,194.7941,541.88,124.9388,89.3566,125.5232
9,1.2076900005340576,977.5908,272.4688,434.7955,194.2232,542.6752,127.3405,89.3741,127.9981
10,1.3397400379180908,975.7959,272.0291,434.6314,193.6761,543.4715,129.6634,89.3878,130.3466
11,1.4756519794464111,974.1096,272.0218,434.476,193.103,544.3236,131.9955,89.3989,132.7413
12,1.6077301502227783,972.418,271.6194,434.3401,192.5355,545.2005,134.222,89.4074,135.0137
13,1.7436599731445312,970.5803,272.3964,434.2269,191.978,546.0727,136.4685,89.4136,137.263
14,1.879784107208252,968.8784,272.1449,434.1274,191.3901,547.0214,138.6254,89.4174,139.4465
15,2.011721134185791,967.1335,271.6291,434.0417,190.8098,547.9799,140.5695,89.4192,141.3988
16,2.1481070518493652,965.3027,270.9348,433.9709,190.2092,548.9988,142.4886,89.4192,143.3037
17,2.279902935028076,963.69,271.3058,433.9186,189.6486,549.9587,144.1592,89.4177,145.024
18,2.415778160095215,961.712,271.811,433.8744,189.0309,551.0443,145.7854,89.4148,146.5778
19,2.5480639934539795,959.7119,272.6703,433.8447,188.4235,552.1277,147.1688,89.4109,147.9647
20,2.684026002883911,957.6628,273.2441,433.8252,187.8074,553.247,148.4859,89.4057,149.2516
21,2.8196840286254883,955.8125,274.1577,433.8173,187.214,554.3426,149.598,89.3998,150.3981
22,2.952059030532837,953.5889,274.1818,433.8182,186.5943,555.531,150.528,89.3936,151.3348
23,3.087689161300659,951.9789,274.9102,433.8281,185.9371,556.7506,151.3933,89.3865,152.2037
24,3.2196860313415527,949.5781,275.9529,433.8453,185.3212,557.94,152.0779,89.3793,152.8969
25,3.3564250469207764,947.3642,277.2535,433.8704,184.6703,559.2265,152.6757,89.3718,153.4942
26,3.487823009490967,944.889,278.5285,433.8987,184.0518,560.4183,153.1513,89.3643,153.9541
27,3.6238009929656982,943.2112,280.2189,433.9327,183.3881,561.7757,153.5409,89.3565,154.3437
28,3.759817123413086,940.7349,281.0731,433.9716,182.7072,563.102,153.8329,89.3488,154.6429
29,3.8917319774627686,939.061,282.5262,434.0142,182.0409,564.4491,154.0464,89.3417,154.8489
30,4.027801036834717,936.6015,283.4424,434.0563,181.3784,565.8194,154.1877,89.3345,154.9909
31,4.159850120544434,934.1029,285.0626,434.0997,180.6973,567.1962,154.2696,89.3278,155.0723
32,4.29566216468811,931.4208,286.7938,434.14,180.0276,568.575,154.2999,89.3219,155.1006
33,4.42773699760437,928.7515,289.2148,434.1825,179.3363,570.0321,154.2879,89.3159,155.0864
34,4.563903093338013,926.2982,291.0656,434.221,178.6186,571.4999,154.2418,89.3107,155.0381
35,4.699881076812744,923.8921,292.8312,434.2555,177.8965,573.0294,154.1676,89.306,154.9623
36,4.831990957260132,921.6594,295.1555,434.2844,177.1648,574.5399,154.0778,89.3021,154.871
37,4.96786904335022,918.7112,297.3552,434.3059,176.4409,576.098,153.9776,89.2991,154.7742
38,5.100017070770264,915.9656,300.2313,434.3186,175.7385,577.4948,153.8882,89.2971,154.6758
39,5.235903024673462,913.0955,302.5437,434.3237,174.9719,579.0957,153.7908,89.2958,154.5797
40,5.368020057678223,910.6804,305.883,434.319,174.2307,580.7204,153.7018,89.2954,154.4899
41,5.504048109054565,907.9929,309.3358,434.304,173.4528,582.3017,153.6178,89.2963,154.4006
42,5.63988995552063,904.637,311.9218,434.2788,172.645,583.9786,153.536,89.2983,154.3163
43,5.771964073181152,901.9238,314.5738,434.2458,171.8824,585.5762,153.4657,89.3014,154.2393
44,5.907788991928101,899.5862,318.2315,434.1992,171.0555,587.244,153.3993,89.3061,154.165
45,6.039903163909912,896.1958,321.3713,434.1445,170.2537,588.8214,153.3447,89.3117,154.1047
46,6.175891160964966,892.9121,324.9884,434.0842,169.4915,590.4258,153.2993,89.3189,154.0512
47,6.307831048965454,890.2407,328.5103,434.0188,168.751,591.8721,153.2679,89.327,154.0106
48,6.44392204284668,887.3334,331.317,433.936,167.9081,593.537,153.247,89.3368,153.9828
49,6.5799150466918945,883.6769,335.0914,433.8522,167.1232,595.0139,153.2434,89.3478,153.9713
50,6.712053060531616,880.0663,339.4166,433.7616,166.3484,596.4851,153.2579,89.36,153.9777
51,6.848143100738525,876.6357,342.869,433.6637,165.5575,597.946,153.2934,89.3734,154.0055
52,6.979995012283325,874.2655,345.9353,433.5634,164.7693,599.3486,153.3514,89.3882,154.0555
53,7.116007089614868,870.5939,349.0412,433.4586,164.0007,600.7482,153.439,89.4037,154.137
54,7.247983932495117,867.2551,352.6317,433.3549,163.272,602.0573,153.5556,89.4204,154.245
55,7.384022951126099,863.6239,356.7,433.2366,162.4752,603.3721,153.7159,89.4388,154.4023
56,7.51996111869812,859.8987,360.2428,433.1169,161.6942,604.666,153.9181,89.4587,154.6032
57,7.652753114700317,856.7031,364.2116,432.9995,160.936,605.9037,154.1739,89.4789,154.8489
58,7.78803014755249,853.2288,367.5674,432.8754,160.1454,607.1289,154.4985,89.5006,155.1825
59,7.920025110244751,849.7061,371.2313,432.757,159.4138,608.2457,154.8769,89.5221,155.5589
60,8.055952072143555,846.0696,374.8037,432.6356,158.6381,609.3702,155.3586,89.5463,156.056
