frame_id,time,u,v,X,Y,Z,A,B,C
0,0.0,522.991,557.8488,-465.7236,-473.6767,623.0093,-35.3362,88.5885,89.0489
1,0.136613130569458,525.9472,553.4591,-465.0675,-474.0739,620.5392,-35.5598,88.5494,88.7755
2,0.27188611030578613,529.0715,549.1919,-464.2922,-474.5185,617.5064,-35.8147,88.5017,88.4596
3,0.40441012382507324,532.1166,544.9242,-463.3973,-475.0009,614.1486,-36.0869,88.4518,88.14
4,0.5401589870452881,535.1735,540.3503,-462.5179,-475.443,610.857,-36.344,88.4028,87.8208
5,0.6723871231079102,537.745,535.9521,-461.6589,-475.8609,607.5416,-36.5943,88.356,87.5279
6,0.8084280490875244,540.874,532.2877,-460.7097,-476.2588,604.1445,-36.8425,88.3089,87.2296
7,0.9399299621582031,543.1673,527.3158,-459.7885,-476.6326,600.8929,-37.0727,88.2649,86.9528
8,1.0759940147399902,545.6158,522.6979,-458.793,-477.0023,597.3194,-37.3183,88.2204,86.6715
9,1.211982011795044,548.1015,518.7535,-457.7886,-477.3295,593.9291,-37.5447,88.1771,86.4003
10,1.343951940536499,550.1646,513.9042,-456.8368,-477.6251,590.5613,-37.7695,88.1362,86.1419
11,1.4798340797424316,552.801,509.6141,-455.7608,-477.9088,586.9916,-37.9941,88.0964,85.8846
12,1.6122000217437744,554.8092,505.2363,-454.7185,-478.1576,583.479,-38.2064,88.0584,85.6425
13,1.7483301162719727,556.4347,500.2213,-453.6682,-478.388,579.8748,-38.4233,88.0227,85.4048
14,1.8800129890441895,558.5381,496.7171,-452.588,-478.5703,576.5313,-38.6198,87.9911,85.1909
15,2.016383171081543,560.0378,491.7311,-451.538,-478.7352,573.0936,-38.8228,87.9605,84.9767
16,2.1520440578460693,561.4553,487.2444,-450.4096,-478.866,569.6693,-39.0104,87.9332,84.7726
17,2.2843120098114014,562.8992,483.7897,-449.3442,-478.9625,566.3468,-39.1938,87.9082,84.5878
18,2.4199390411376953,564.1324,479.1462,-448.2616,-479.0357,563.0402,-39.3728,87.8857,84.4066
19,2.5519890785217285,565.6369,475.1391,-447.2066,-479.0795,559.8565,-39.5419,87.8664,84.2402
20,2.68818998336792,566.1823,470.7999,-446.0842,-479.098,556.6066,-39.7114,87.8489,84.0765
21,2.8199400901794434,566.9932,466.22,-445.0804,-479.0899,553.5957,-39.8675,87.8347,83.9287
22,2.955909013748169,568.1353,462.997,-443.9829,-479.0559,550.3679,-40.0285,87.8223,83.7834
23,3.09194016456604,568.447,459.0656,-442.9296,-479.0008,547.4315,-40.1761,87.8123,83.6464
24,3.223932981491089,569.0914,455.0798,-441.9055,-478.9245,544.5212,-40.3155,87.8051,83.5194
25,3.362183094024658,569.475,452.1412,-440.8367,-478.8218,541.4765,-40.4614,87.8,83.396
26,3.496195077896118,569.5582,448.9853,-439.9021,-478.7083,538.8035,-40.5957,87.7973,83.2847
27,3.6279361248016357,570.0491,444.1141,-438.8093,-478.5654,535.8238,-40.7258,87.7967,83.1799
28,3.759861946105957,570.0278,440.7398,-437.8048,-478.4074,533.1554,-40.8501,87.7983,83.0826
29,3.8958580493927,570.2296,437.2471,-436.7598,-478.2299,530.3819,-40.9768,87.802,82.9885
30,4.032400131225586,569.9211,433.7816,-435.7395,-478.037,527.655,-41.0939,87.8079,82.9002
31,4.164273023605347,569.9798,430.9823,-434.8024,-477.8368,525.1617,-41.201,87.8155,82.8192
32,4.299910068511963,569.6568,427.5099,-433.7626,-477.6015,522.4692,-41.316,87.8254,82.7438
33,4.431933164596558,569.2171,423.6165,-432.801,-477.3675,519.984,-41.4224,87.8365,82.6767
34,4.56795597076416,569.0416,421.3586,-431.8993,-477.1252,517.5338,-41.5232,87.8499,82.611
35,4.699918985366821,568.8235,418.1802,-430.8969,-476.8593,515.1275,-41.6212,87.8648,82.554
36,4.8361899852752686,568.3645,414.7052,-429.9351,-476.5782,512.6915,-41.718,87.8819,82.4979
37,4.972422122955322,567.5927,412.0021,-428.9704,-476.2888,510.3253,-41.8115,87.9009,82.4453
38,5.103908061981201,566.9903,409.6218,-428.0616,-475.9983,508.0769,-41.9032,87.9205,82.3978
39,5.240281105041504,566.4058,406.063,-427.1213,-475.6927,505.8292,-41.997,87.9429,82.3474
40,5.371983051300049,565.6932,403.1484,-426.2406,-475.3868,503.6854,-42.0896,87.9668,82.3015
41,5.50897216796875,565.1254,401.3308,-425.3122,-475.0693,501.558,-42.187,87.993,82.2515
42,5.639801979064941,563.9694,398.3362,-424.4378,-474.7553,499.5317,-42.2785,88.0192,82.2056
43,5.775910139083862,563.1202,395.5576,-423.5646,-474.4344,497.5636,-42.3813,88.0497,82.1525
44,5.911920070648193,562.1041,393.1562,-422.7006,-474.1073,495.5834,-42.4859,88.0811,82.0976
45,6.044335126876831,561.231,391.0976,-421.8274,-473.7766,493.732,-42.594,88.1139,82.042
46,6.180004119873047,560.1021,388.9309,-421.008,-473.4626,491.8844,-42.7069,88.1486,81.9807
47,6.317963123321533,559.0027,386.3408,-420.0946,-473.0988,490.0533,-42.8278,88.1865,81.9115
48,6.448145151138306,557.8996,384.8912,-419.2966,-472.7808,488.4213,-42.9476,88.2226,81.8422
49,6.5798399448394775,556.6158,382.6565,-418.4822,-472.4533,486.7792,-43.0831,88.2625,81.764
50,6.716180086135864,555.3346,380.8432,-417.6338,-472.1039,485.1178,-43.227,88.305,81.676
51,6.851935148239136,553.8857,378.7632,-416.8381,-471.7757,483.5474,-43.3819,88.3485,81.5772
52,6.9839770793914795,552.6943,376.634,-416.052,-471.463,482.1238,-43.5357,88.3917,81.4715
53,7.12040114402771,551.7734,374.9505,-415.2629,-471.1297,480.6442,-43.7211,88.4391,81.3476
54,7.25376296043396,550.0897,373.3464,-414.469,-470.8133,479.2626,-43.914,88.4881,81.2163
55,7.38932204246521,548.9332,372.2253,-413.6981,-470.4973,477.9543,-44.1267,88.5378,81.0626
56,7.524299144744873,547.3384,370.5544,-412.9505,-470.1919,476.7058,-44.3488,88.5882,80.8942
57,7.656373023986816,545.7845,368.9137,-412.188,-469.8819,475.471,-44.6005,88.6403,80.6982
58,7.791666030883789,543.9058,367.568,-411.4703,-469.5922,474.329,-44.8686,88.6948,80.4811
59,7.923813104629517,542.4407,366.2453,-410.7862,-469.3184,473.2502,-45.1795,88.7488,80.2382
60,8.059880018234253,541.2155,365.6559,-410.0257,-469.0103,472.18,-45.5254,88.8062,79.9478
61,8.19224500656128,539.6636,364.579,-409.3148,-468.7315,471.1897,-45.9168,88.8653,79.6234
62,8.328662157058716,537.6758,363.8495,-408.6048,-468.4645,470.2571,-46.3456,88.9247,79.2456
63,8.460237979888916,536.0105,362.5326,-407.9074,-468.1979,469.3558,-46.8495,88.9849,78.8101
64,8.596215009689331,534.2328,361.5564,-407.2172,-467.9478,468.5419,-47.4119,89.0466,78.2982
65,8.731812000274658,532.3918,360.8342,-406.547,-467.7056,467.7687,-48.0785,89.1107,77.666
66,8.863793134689331,530.7515,359.9685,-405.9099,-467.4856,467.0949,-48.8246,89.1729,76.9733
67,9.000352144241333,529.0333,359.2896,-405.2673,-467.249,466.4014,-49.7709,89.2387,76.0639
68,9.131998062133789,527.2712,359.0567,-404.6308,-467.0444,465.8364,-50.8261,89.3012,75.0371
69,9.267919063568115,525.2061,358.3287,-403.9842,-466.8441,465.2741,-52.2293,89.3702,73.707
70,9.39971399307251,523.6429,358.2452,-403.3831,-466.6605,464.7929,-53.8478,89.4339,72.0688
71,9.535907983779907,521.5661,357.8849,-402.8081,-466.4871,464.3708,-55.9165,89.499,69.9476
72,9.671947002410889,519.7903,357.7078,-402.2083,-466.3256,464.0008,-58.7953,89.5675,67.0624
73,9.8040030002594,517.6201,357.4522,-401.614,-466.17,463.6686,-62.5856,89.6307,63.2288
74,9.940197944641113,515.7067,357.1464,-401.0665,-466.0358,463.406,-68.128,89.6947,57.3152
75,10.071879148483276,513.6063,357.178,-400.5749,-465.9106,463.2004,-75.8671,89.7516,49.0227
76,10.208237171173096,511.7452,357.2145,-399.9656,-465.7954,463.0398,-88.7521,89.8023,35.5157
77,10.339908123016357,509.6712,357.1477,-399.4518,-465.6975,462.9381,-108.1717,89.8369,15.6262
78,10.476019144058228,507.5217,357.4944,-398.9235,-465.6084,462.885,-134.2785,89.8435,-10.3857
79,10.61178708076477,505.8008,357.5663,-398.409,-465.531,462.8855,-158.4016,89.8171,-33.9405
80,10.743827104568481,503.4358,358.5272,-397.9218,-465.4712,462.9366,-174.0073,89.7724,-49.0321
81,10.880216121673584,501.6304,358.7435,-397.4376,-465.4225,463.0377,175.349,89.7139,-58.7371
82,11.013549089431763,499.4294,359.2188,-396.9522,-465.3851,463.1963,168.7343,89.6514,-64.9883
83,11.150959968566895,497.3766,360.1249,-396.474,-465.3605,463.4053,164.018,89.5824,-69.3808
84,11.28027606010437,495.6149,361.0558,-396.0268,-465.3498,463.6588,160.9053,89.5155,-72.3613
85,11.415828943252563,492.9531,362.5774,-395.5617,-465.3509,463.973,158.393,89.4453,-74.683
86,11.551988124847412,490.9079,363.2841,-395.1242,-465.3654,464.3335,156.5006,89.374,-76.4662
87,11.683817148208618,488.9948,363.5228,-394.6933,-465.3914,464.734,155.0119,89.3028,-77.84
88,11.819879055023193,486.4251,364.293,-394.2563,-465.4314,465.2202,153.8045,89.2296,-78.9832
89,11.951945066452026,484.2278,365.0489,-393.8558,-465.4805,465.7041,152.8405,89.1597,-79.8651
90,12.087809085845947,481.7879,366.2475,-393.4228,-465.5471,466.2825,151.9797,89.0879,-80.63
91,12.219773054122925,480.0959,367.5665,-393.0394,-465.6208,466.8763,151.2787,89.0158,-81.2495
92,12.355709075927734,477.9374,368.4172,-392.6349,-465.7077,467.5525,150.6846,88.9426,-81.7665
93,12.491664171218872,475.5911,369.8913,-392.2285,-465.8108,468.2806,150.1415,88.8709,-82.213
94,12.624320983886719,472.7116,370.907,-391.8426,-465.9213,469.0288,149.7139,88.8015,-82.5867
95,12.759778022766113,470.9376,372.2252,-391.4826,-466.0389,469.8045,149.3376,88.7363,-82.9029
96,12.892204999923706,468.2338,373.7547,-391.0969,-466.1741,470.655,148.9921,88.6671,-83.166
97,13.027716159820557,465.9448,375.8723,-390.75,-466.3087,471.5318,148.6944,88.5981,-83.4033
