frame_id,time,u,v,X,Y,Z,A,B,C
0,0.0,516.9076,322.2465,439.7502,201.6432,534.8116,103.1367,88.855,103.3932
1,0.006113613289913695,516.5535034838055,322.5355357349586,439.6809432306298,201.57645380644294,534.848749381458,103.24651837117757,88.8630073235127,103.53987473779227
2,0.01222722657982739,516.2055660171987,322.8129806548897,439.61144025780334,201.50897173910607,534.8878747324945,103.36233090503808,88.87101723642121,103.6896186029217
3,0.018340839869741086,515.863681739827,323.07918648553357,439.5417200214205,201.44077889306178,534.9289280726996,103.4840037135682,88.87902724307419,103.84241131297274
4,0.02445445315965478,515.5277447913386,323.33450495263065,439.4718114613817,201.37190036338265,534.9718614216647,103.61140290875481,88.8870348478203,103.99823258553009
5,0.030568066449568474,515.1976493113813,323.57928778192155,439.40174351758753,201.30236124514116,535.0166267989803,103.74439460258463,88.89503755500823,104.15706213817829
6,0.03668167973948217,514.8732894396028,323.8138866991466,439.33154512993815,201.23218663340975,535.0631762242373,103.88284490704447,88.90303286898659,104.318879688502
7,0.042795293029395866,514.5545593156515,324.03865343004657,439.261245238334,201.1614016232611,535.1114617170269,104.02661993412119,88.91101829410411,104.4836649540858
8,0.04890890631930956,514.2413530791749,324.2539397003616,439.1908727826753,201.0900313097676,535.1614352969395,104.17558579580145,88.91899133470943,104.65139765251428
9,0.055022519609223254,513.9335648698211,324.4600972358324,439.12045670286244,201.01810078800182,535.2130489835662,104.32960860407216,88.92694949515126,104.82205750137207
10,0.06113613289913695,513.6310888272382,324.65747776219933,439.05002593879584,200.94563515303628,535.266254796498,104.48855447092004,88.9348902797782,104.99562421824376
11,0.06724974618905065,513.3338190910735,324.84643300520287,438.9796094303758,200.8726594999434,535.3210047553252,104.65228950833188,88.94281119293896,105.17207752071394
12,0.07336335947896434,513.0416498009757,325.02731469058375,438.9092361175028,200.79919892379596,535.3772508796394,104.82067982829453,88.95070973898225,105.35139712636732
13,0.07947697276887804,512.7544750965919,325.20047454408206,438.8389349400769,200.72527851966615,535.4349451890308,104.9935915427947,88.95858342225667,105.53356275278833
14,0.08559058605879173,512.4721891175709,325.3662642914386,438.76873483799886,200.65092338262676,535.494039703091,105.17089076381927,88.96642974711096,105.71855411756175
15,0.09170419934870543,512.1946860035597,325.5250356583936,438.6986647511685,200.57615860775005,535.55448644141,105.3524436033549,88.97424621789368,105.90635093827206
16,0.09781781263861912,511.9218598942068,325.6771403706878,438.62875361948676,200.50100929010884,535.6162374235793,105.53811617338852,88.98203033895363,106.09693293250395
17,0.10393142592853281,511.6536049291598,325.8229301540614,438.5590303828533,200.4255005247753,535.6792446691892,105.72777458590679,88.98977961463936,106.2902798178419
18,0.11004503921844651,511.38981524806707,325.96275673425527,438.4895239811692,200.34965740682225,535.7434601978313,105.92128495289663,88.99749154929965,106.48637131187068
19,0.1161586525083602,511.1303849905759,326.0969718370094,438.4202633543342,200.27350503132197,535.8088360290956,106.1185133863447,89.00516364728306,106.6851871321748
20,0.1222722657982739,510.8752082963348,326.22592718806476,438.3512774422492,200.19706849334727,535.8753241825739,106.31932599823793,89.01279341293838,106.8867069963389
21,0.1283858790881876,510.62417930499123,326.3499745131615,438.2825951848141,200.12037288797038,535.9428766778562,106.523588900563,89.02037835061418,107.09091062194756
