frame_id,time,u,v,X,Y,Z,A,B,C
0,0.0,503.4634,566.5083,-473.5255,-467.2335,656.8668,-31.2022,89.1803,94.013
1,0.13668298721313477,506.3669,563.7359,-473.165,-467.6296,654.9506,-31.5471,89.1442,93.6285
2,0.2681119441986084,508.9994,560.5048,-472.6327,-468.1594,652.3307,-31.9669,89.0951,93.1297
3,0.40641307830810547,511.6929,557.0754,-472.0434,-468.7565,649.5201,-32.3892,89.0433,92.6262
4,0.537390947341919,514.7248,552.3094,-471.5119,-469.2594,647.1403,-32.7584,88.9969,92.1849
5,0.6716959476470947,517.7238,548.7828,-470.821,-469.8813,644.1236,-33.1392,88.9443,91.7369
6,0.8043320178985596,520.5837,545.0732,-470.1768,-470.4348,641.2786,-33.4755,88.8948,91.3213
7,0.9395859241485596,522.9753,540.9506,-469.4551,-471.0264,638.3068,-33.8219,88.8427,90.901
8,1.0720279216766357,525.8905,537.4113,-468.8063,-471.5369,635.5295,-34.1431,88.7935,90.5251
9,1.2084219455718994,528.3558,533.9368,-468.0155,-472.1472,632.309,-34.473,88.7396,90.1281
10,1.3396000862121582,530.98,529.7014,-467.3134,-472.6253,629.426,-34.7479,88.6923,89.7697
11,1.4760499000549316,533.5285,525.8369,-466.5307,-473.1609,626.2902,-35.0473,88.6413,89.4111
12,1.6118190288543701,535.9067,522.5222,-465.7864,-473.6476,623.284,-35.3223,88.592,89.0587
13,1.743628978729248,538.0071,518.361,-464.9587,-474.1411,620.0234,-35.6036,88.5414,88.7316
14,1.8804669380187988,540.1784,514.1723,-464.1338,-474.614,616.891,-35.8689,88.4918,88.3979
15,2.017794132232666,542.6841,511.1877,-463.2995,-475.0464,613.7174,-36.1259,88.4424,88.0814
16,2.1475250720977783,544.6716,506.1354,-462.408,-475.4963,610.3697,-36.3821,88.3963,87.7764
17,2.280771017074585,546.6095,502.7017,-461.5442,-475.897,607.2213,-36.6144,88.3515,87.4995
18,2.4156339168548584,548.734,499.78,-460.5798,-476.3232,603.6679,-36.8767,88.3025,87.1888
19,2.555683135986328,550.3885,495.1555,-459.6066,-476.7024,600.2909,-37.1182,88.2562,86.8985
20,2.6834890842437744,551.9885,490.6307,-458.6997,-477.0291,597.0402,-37.3372,88.2155,86.6343
21,2.8196330070495605,553.4402,487.2796,-457.6452,-477.3749,593.4995,-37.5797,88.1709,86.3604
22,2.951992988586426,555.019,482.9288,-456.6735,-477.6679,590.0599,-37.799,88.1317,86.1051
23,3.088315010070801,556.4662,479.5892,-455.5923,-477.9513,586.4594,-38.0234,88.0902,85.8465
24,3.2200710773468018,557.7841,475.605,-454.5587,-478.19,583.0797,-38.2345,88.0548,85.6114
25,3.35589599609375,558.5696,471.4738,-453.4779,-478.4191,579.4017,-38.4512,88.0187,85.3775
26,3.492661952972412,560.0167,468.2754,-452.3787,-478.6027,575.9646,-38.6527,87.9856,85.1496
