frame_id,time,u,v,X,Y,Z,A,B,C
0,0.0,288.4933,542.5516,-457.9518,-477.3334,593.4394,-37.6082,88.1608,86.249
1,0.13215112686157227,294.8367,533.2456,-454.8625,-478.1394,583.0939,-38.2545,88.0441,85.5183
2,0.268355131149292,300.3347,523.9229,-451.5202,-478.7433,572.4891,-38.8778,87.9472,84.8569
3,0.40033602714538574,304.2847,514.9027,-448.3855,-479.0312,562.5546,-39.4039,87.8789,84.3223
4,0.536088228225708,307.945,504.9496,-445.0948,-479.0882,552.9559,-39.9168,87.829,83.8478
5,0.6679232120513916,310.4415,496.6981,-442.0098,-478.9193,543.9694,-40.3587,87.8033,83.459
6,0.804002046585083,312.3833,487.9237,-438.8777,-478.5581,535.4274,-40.7593,87.7971,83.121
7,0.9405791759490967,313.3482,480.1439,-435.9523,-478.0389,527.464,-41.1201,87.8111,82.856
8,1.0720491409301758,313.6878,472.5466,-432.9749,-477.38,519.8374,-41.4407,87.8416,82.6433
9,1.208400011062622,314.0743,465.5231,-430.3023,-476.6357,512.317,-41.7427,87.8903,82.4676
10,1.3402531147003174,313.7044,458.2316,-427.2398,-475.6942,505.6387,-42.0221,87.953,82.3229
11,1.4761250019073486,313.078,450.8408,-424.5048,-474.7411,499.037,-42.31,88.0321,82.1726
12,1.608323097229004,311.9626,444.4486,-421.9399,-473.7672,493.4678,-42.6174,88.1264,82.0088
13,1.744582176208496,310.9382,438.8998,-419.3512,-472.7632,488.1065,-42.99,88.2419,81.7965
14,1.8808472156524658,308.8066,433.6088,-416.9481,-471.7908,483.4493,-43.4304,88.3691,81.5167
15,2.019442081451416,307.2071,427.1299,-414.4141,-470.7535,478.8712,-44.0078,88.5183,81.0931
16,2.1488280296325684,305.5869,423.6538,-412.3099,-469.8961,475.392,-44.674,88.6605,80.5747
17,2.2799031734466553,303.5342,418.2143,-410.1904,-469.0242,472.1145,-45.5941,88.8289,79.7931
18,2.4161510467529297,301.6873,415.6223,-407.9909,-468.2053,469.2166,-47.0248,89.0113,78.5024
19,2.5480551719665527,299.0648,411.4693,-406.0201,-467.4784,467.0048,-49.1044,89.1947,76.5203
20,2.684016227722168,296.9728,408.386,-404.1009,-466.8448,465.212,-52.7435,89.3982,72.774
